movie_title,character_name,cornell_character,actor_name,cast_order,actor_id
punch-drunk love,Lena Leonard,LENA,Emily Watson,1,1639
punch-drunk love,Dean Trumbell,DEAN,Philip Seymour Hoffman,2,1233
punch-drunk love,Lance,LANCE,Luis Guzmán,3,40481
punch-drunk love,Elizabeth Egan,ELIZABETH,Mary Lynn Rajskub,4,25884
punch-drunk love,Walter the Dentist,WALTER,Robert Smigel,5,53684
punch-drunk love,Operator Carter (voice),OPERATOR,Jason Andrews,6,177063
punch-drunk love,Customer #1,CUSTOMER,David Schrempf,8,554026
punch-drunk love,Kathleen,KATHLEEN,Julie Hermelin,13,149800
punch-drunk love,David,DAVID,David H. Stevens,30,1518644
punch-drunk love,Restaurant Manager,MANAGER,Andrew Higgs,35,4173983
quantum project,Paul Pentcho,PENTCHO,Stephen Dorff,0,10822
quantum project,Mia,MIA,Fay Masterson,1,65409
quantum project,Alexander Pentcho,ALEXANDER,John Cleese,2,8930
quills,Madeleine LeClerc,MADELEINE,Kate Winslet,1,204
quills,Abbe du Coulmier,COULMIER,Joaquin Phoenix,2,73421
quills,Dr. Royer-Collard,ROYER-COLLARD,Michael Caine,3,3895
quills,Madame LeClerc,MADAME LECLERC,Billie Whitelaw,4,8226
quills,Simone,SIMONE,Amelia Warner,6,23496
quills,Renee Pelagie,RENEE PELAGIE,Jane Menelaus,7,1230265
quills,Valcour,VALCOUR,Tony Pritchard,9,1402411
quills,Cleante,CLEANTE,Michael Jenn,10,62106
quills,Charlotte,CHARLOTTE,Elizabeth Berrington,14,42998
quills,Abbe du Maupas,ABBE DU MAUPAS,Alex Avery,22,182070
quills,The Horseman,HORSEMAN,Tom Ward,26,29527
quills,Napoleon,NAPOLEON,Ron Cook,28,5319
raging bull,Jake LaMotta,JAKE,Robert De Niro,0,380
raging bull,Vickie LaMotta,VICKIE,Cathy Moriarty,1,14702
raging bull,Joey LaMotta,JOEY,Joe Pesci,2,4517
raging bull,Salvy Batts,SALVY,Frank Vincent,3,7164
raging bull,Tommy Como,COMO,Nicholas Colasanto,4,17651
raging bull,Irma,IRMA,Lori Anne Flax,10,3872580
raging bull,Eddie Eagan,EAGAN,Bill Hanrahan,13,2548126
raging bull,Tony Janiro (Janiro Fight),TONY,Kevin Mahon,27,2458137
raging bull,Reporter at Phone Booth (Dauthuille Fight),REPORTER,Ken Richards,44,3872605
raging bull,J.R.,J.R.,Richard McMurray,72,174657
rambling rose,Rose,ROSE,Laura Dern,0,4784
rambling rose,Dr. Martinson,DR. MARTINSON,Kevin Conway,5,27116
rambling rose,Dave Wilkie,DAVE WILKIE,Robert John Burke,6,31512
rambling rose,Billy,BILLY,Matthew Sutherland,9,109028
rambo: first blood part ii,John J. Rambo,RAMBO,Sylvester Stallone,0,16483
rambo: first blood part ii,Col. Samuel Trautman,TRAUTMAN,Richard Crenna,1,16554
rambo: first blood part ii,Co Bao,CO,Julia Nickson,4,16578
rear window,Lisa Fremont,LISA,Grace Kelly,1,4070
rear window,Det. Lt. Thomas J. Doyle,DOYLE,Wendell Corey,2,7683
rear window,Stella,STELLA,Thelma Ritter,3,7684
rear window,Lars Thorwald,THORWALD,Raymond Burr,4,7685
rear window,Jeff's Editor (voice) (uncredited),JEFF,Gig Young,38,70985
rebel without a cause,Jim Stark,JIM,James Dean,0,2749
rebel without a cause,Judy,JUDY,Natalie Wood,1,2769
rebel without a cause,Buzz Gunderson,BUZZ,Corey Allen,5,2775
rebel without a cause,Judy's Father,JUDY'S FATHER,William Hopper,6,2776
rebel without a cause,Ray Fremick,RAY,Edward Platt,9,2646
rebel without a cause,Crunch,CRUNCH,Frank Mazzola,15,2783
rebel without a cause,Gene,GENE,Robert Foulk,16,2784
rebel without a cause,Moose,MOOSE,Jack Grinnage,20,2788
rebel without a cause,Desk Sergeant #2 (uncredited),SERGEANT,Paul Bryar,26,34609
rebel without a cause,Police Officer (uncredited),OFFICER,John Close,27,121260
reindeer games,Rudy Duncan,RUDY,Ben Affleck,0,880
reindeer games,Ashley Mercer,ASHLEY,Charlize Theron,1,6885
reindeer games,Gabriel Mercer,GABRIEL,Gary Sinise,2,33
reindeer games,Merlin,MERLIN,Clarence Williams III,4,15864
reindeer games,Jumpy,JUMPY,Danny Trejo,5,11160
reindeer games,Pug,PUG,Donal Logue,6,10825
reindeer games,Nick Cassidy,NICK,James Frain,7,22063
reindeer games,Cocktail Waitress #1,WAITRESS,Enuka Okuma,14,90364
reindeer games,Old Timer,OLD TIMER,Lonny Chapman,20,95598
reservoir dogs,Mr. Orange / Freddy Newandyke,FREDDY,Tim Roth,1,3129
reservoir dogs,Mr. Blonde / Vic Vega,VIC,Michael Madsen,2,147
reservoir dogs,"""Nice Guy"" Eddie Cabot",EDDIE,Chris Penn,3,2969
reservoir dogs,Mr. Pink,MR. PINK,Steve Buscemi,4,884
reservoir dogs,Joe Cabot,JOE,Lawrence Tierney,5,6937
reservoir dogs,Detective Holdaway,HOLDAWAY,Randy Brooks,6,6938
reservoir dogs,Officer Marvin Nash,MARVIN,Kirk Baltz,7,3206
reservoir dogs,Mr. Brown,MR. BROWN,Quentin Tarantino,9,138
reservoir dogs,Shot Cop,COP,Robert Ruth,15,1173999
rko 281,Orson Welles,WELLES,Liev Schreiber,0,23626
rko 281,William Randolph Hearst,HEARST,James Cromwell,1,2505
rko 281,Marion Davies,MARION,Melanie Griffith,2,29369
rko 281,Gregg Toland,TOLAND,Liam Cunningham,4,15498
rko 281,Louis B. Mayer,MAYER,David Suchet,5,20277
rko 281,Carole Lombard,CAROLE LOMBARD,Anastasia Hille,7,66791
rko 281,Louella Parsons,LOUELLA,Brenda Blethyn,8,4154
rko 281,George Schaefer,SCHAEFER,Roy Scheider,9,6355
rko 281,Paul Stewart,PAUL STEWART,Adrian Schiller,27,383624
rocky,Paulie Pennino,PAULIE,Burt Young,2,4521
rocky,Apollo Creed,APOLLO,Carl Weathers,3,1101
rocky,Mickey Goldmill,MICKEY,Burgess Meredith,4,16523
rocky,George 'Miles' Jergens,JERGENS,Thayer David,5,16524
rocky,Tony Gazzo,GAZZO,Joe Spinell,6,16525
rocky,Mike,MIKE,Jimmy Gambina,7,16526
rocky,Marie,MARIE,Jodi Letizia,11,16529
rocky,TV Commentator,COMMENTATOR,Diana Lewis,12,16530
rocky,Dipper,DIPPER,Stan Shaw,15,16936
rocky,Owner of Pet Shop,OWNER,Jane Marla Robbins,27,140591
rocky,Fats,FATS,Jack Hollander,28,1769134
rocky,Bodyguard,BODYGUARD,Joe Sorbello,29,2570450
rocky,Reporter (uncredited),REPORTER,Arthur Tovey,45,1208039
romeo and juliet,Romeo,ROMEO,Leonard Whiting,0,30426
romeo and juliet,Juliet,JULIET,Olivia Hussey,1,24695
romeo and juliet,Mercutio,MERCUTIO,John McEnery,2,24498
romeo and juliet,Tybalt,TYBALT,Michael York,3,13919
romeo and juliet,the Nurse,NURSE,Pat Heywood,5,47138
romeo and juliet,Benvolio,BENVOLIO,Bruce Robinson,7,8966
romeo and juliet,Lord Capulet,CAPULET,Paul Hardwick,8,47139
romeo and juliet,Lady Capulet,LADY CAPULET,Natasha Parry,9,47140
romeo and juliet,Sampson,SAMPSON,Dyson Lovell,15,24661
romeo and juliet,Abraham,ABRAHAM,Roberto Antonelli,17,1223410
ronin,Sam,SAM,Robert De Niro,0,380
ronin,Vincent,VINCENT,Jean Reno,1,1003
ronin,Deirdre,DEIRDRE,Natascha McElhone,2,11317
ronin,Gregor,GREGOR,Stellan Skarsgård,3,1640
ronin,Larry,LARRY,Skipp Sudduth,4,33658
ronin,Seamus O'Rourke,SEAMUS,Jonathan Pryce,5,378
ronin,Jean-Pierre,JEAN-PIERRE,Michael Lonsdale,7,2369
ronin,Mikhi,MIKHI,Féodor Atkine,8,20285
ronin,Dapper Gent,DAPPER GENT,Jan Tříska,13,61151
roughshod,Clay Phillips,CLAY,Robert Sterling,0,22091
roughshod,Mary Wells,MARY,Gloria Grahame,1,77081
roughshod,Steve Phillips,STEVE,Claude Jarman Jr.,2,70036
roughshod,Lednov,LEDNOV,John Ireland,3,14502
roughshod,Elaine Wyatt,ELAINE,Jeff Donnell,4,14576
roughshod,Helen Carter,HELEN,Myrna Dell,5,94399
roughshod,Jim Clayton,CLAYTON,George Cooper,7,99753
roughshod,Jed Graham,GRAHAM,Jeff Corey,8,9596
roughshod,Ma Wyatt,WYATT,Sara Haden,9,85956
roughshod,Fowler (as Shawn McGlory),FOWLER,Sean McClory,11,30501
roughshod,McCall,MCCALL,Robert B. Williams,12,120070
roughshod,Sheriff Gardner (as Edward Cassidy),GARDNER,Ed Cassidy,14,117586
route 9,Booth Parker,BOOTH,Kyle MacLachlan,0,6677
route 9,Sheriff Dwayne Hogan,DWAYNE,Peter Coyote,1,9979
route 9,Sally Hogan,SALLY,Amy Locane,2,21412
route 9,Earl Whitney,EARL,Wade Williams,3,51930
route 9,Jesse Segundo,JESSE,Miguel Sandoval,4,30488
runaway bride,Maggie Carpenter,MAGGIE,Julia Roberts,0,1204
runaway bride,Ike Graham,IKE,Richard Gere,1,1205
runaway bride,Peggy Flemming,PEGGY,Joan Cusack,2,3234
runaway bride,Fisher,FISHER,Hector Elizondo,3,1210
runaway bride,Ellie Graham,ELLIE,Rita Wilson,4,12931
runaway bride,Walter Carpenter,WALTER,Paul Dooley,5,15900
runaway bride,Coach Bob Kelly,BOB,Christopher Meloni,6,22227
runaway bride,Priest Brian Norris,BRIAN,Donal Logue,7,10825
runaway bride,George Swilling,GEORGE,Reg Rogers,8,129759
runaway bride,Mrs. Pressman,MRS. PRESSMAN,Jane Morris,10,13451
runaway bride,Cousin Cindy,CINDY,Kathleen Marshall,12,303542
rush hour,Lee,LEE,Jackie Chan,0,18897
rush hour,Carter,CARTER,Chris Tucker,1,66
rush hour,Captain Diel,DIEL,Philip Baker Hall,3,4492
rush hour,Johnson,JOHNSON,Elizabeth Peña,4,7430
rush hour,Agent Russ,RUSS,Mark Rolston,6,6576
rush hour,Consul Han,HAN,Tzi Ma,7,21629
rush hour,Agent Whitney,WHITNEY,Rex Linn,8,16937
rush hour 2,Yan Naing Lee,LEE,Jackie Chan,0,18897
rush hour 2,James Carter,CARTER,Chris Tucker,1,66
rush hour 2,Ricky Tan,RICKY TAN,John Lone,2,11389
rush hour 2,Isabella Molina,ISABELLA,Roselyn Sánchez,4,41901
rush hour 2,Heaven on Earth Hostess,HOSTESS,Lucy Lin,11,167160
rush hour 2,Kenny's Wife,KENNY,Audrey Quock,13,1647092
salt of the earth,Esperanza Quintero,ESPERANZA,Rosaura Revueltas,0,968599
salt of the earth,Sheriff,SHERIFF,Will Geer,2,70990
salt of the earth,Barton,BARTON,David Bauer,3,93949
salt of the earth,Hartwell,HARTWELL,Mervin Williams,4,90373
salt of the earth,Alexander,ALEXANDER,David Sarvis,5,90374
salt of the earth,Frank Barnes,FRANK,Clinton Jencks,6,2098346
salt of the earth,Ruth Barnes,RUTH,Virginia Jencks,7,2098347
salt of the earth,Teresa Vidal,TERESA,Henrietta Williams,8,2098342
salt of the earth,Sal Ruiz,SAL,Joe T. Morales,11,2098343
salt of the earth,Antonio Morales,ANTONIO,Charles Coleman,13,2098345
saving private ryan,Captain Miller,MILLER,Tom Hanks,0,31
saving private ryan,Private Reiben,REIBEN,Edward Burns,2,12833
saving private ryan,Private Jackson,JACKSON,Barry Pepper,3,12834
saving private ryan,T/4 Medic Wade,WADE,Giovanni Ribisi,6,1771
saving private ryan,Corporal Upham,UPHAM,Jeremy Davies,7,4654
saving private ryan,Private Ryan,RYAN,Matt Damon,8,1892
say anything...,Lloyd Dobler,LLOYD,John Cusack,0,3036
say anything...,Diane Court,DIANE,Ione Skye,1,3126
say anything...,Corey Flood,COREY,Lili Taylor,3,3127
say anything...,Rebecca,REBECCA,Pamela Adlon,5,21063
say anything...,Mike Cameron,MIKE,Jason Gould,6,21064
say anything...,Joe,JOE,Loren Dean,7,11628
say anything...,Mark,MARK,Jeremy Piven,9,12799
say anything...,Constance Dobler,CONSTANCE,Joan Cusack,14,3234
say anything...,Agent Stewart,AGENT,Richard Portnow,15,4255
say anything...,Jason Dobler,JASON,Glenn Walker Harris Jr.,23,7089
say anything...,U.S. Attorney,U.S. ATTORNEY,Jerry Ziesmer,28,8346
say anything...,Court's Attorney,COURT'S ATTORNEY,John Hillner,29,163879
scary movie 2,Cindy Campbell,CINDY,Anna Faris,0,1772
scary movie 2,Brenda Meeks,BRENDA,Regina Hall,1,35705
scary movie 2,Ray Wilkins,RAY,Shawn Wayans,2,35690
scary movie 2,Shorty Meeks,SHORTY,Marlon Wayans,3,9562
scary movie 2,Buddy Wilkerson,BUDDY,Christopher Masterson,4,35769
scary movie 2,Dwight Hartman,DWIGHT,David Cross,5,212
scary movie 2,Theo,THEO,Kathleen Robertson,6,33676
scary movie 2,Alex Monday,ALEX,Tori Spelling,7,19149
scary movie 2,Father McFeely,MCFEELY,James Woods,10,4512
scary movie 2,Father Harris,HARRIS,Andy Richter,11,28637
scary movie 2,Mother,MOTHER,Veronica Cartwright,12,5047
scary movie 2,Tommy,TOMMY,James DeBello,15,35768
schindler's list,Oskar Schindler,SCHINDLER,Liam Neeson,0,3896
schindler's list,Itzhak Stern,STERN,Ben Kingsley,1,2282
schindler's list,Amon Goeth,GOETH,Ralph Fiennes,2,5469
schindler's list,Emilie Schindler,EMILIE,Caroline Goodall,3,6692
schindler's list,Poldek Pfefferberg,PFEFFERBERG,Jonathan Sagall,4,6693
schindler's list,Marcel Goldberg,GOLDBERG,Mark Ivanir,8,6696
schindler's list,Julian Scherner,SCHERNER,Andrzej Seweryn,10,2829
schindler's list,Herman Toffel,TOFFEL,Krzysztof Luft,12,6699
schindler's list,Gestapo,GESTAPO,Tomasz Dedek,66,1138295
schindler's list,German Clerk,CLERK,Maciej Orłoś,74,1138273
scream,Gale Weathers,GALE,Courteney Cox,6,14405
scream,Dewey Riley,DEWEY,David Arquette,7,15234
scream,Sidney Prescott,SIDNEY,Neve Campbell,8,9206
scream,Billy Loomis,BILLY,Skeet Ulrich,10,22108
scream,Movie Randy,RANDY,Christopher Speed,21,2767336
scream 2,Sidney Prescott,SIDNEY,Neve Campbell,0,9206
scream 2,Gale Weathers,GALE,Courteney Cox,1,14405
scream 2,Dewey Riley,DEWEY,David Arquette,2,15234
scream 2,Derek Feldman,DEREK,Jerry O'Connell,3,3035
scream 2,Mickey Altieri,MICKEY,Timothy Olyphant,4,18082
scream 2,Randy Meeks,RANDY,Jamie Kennedy,5,6213
scream 2,Debbie Salt,DEBBIE SALT,Laurie Metcalf,6,12133
scream 2,Hallie McDaniel,HALLIE,Elise Neal,7,21215
scream 2,Cici Cooper,CICI,Sarah Michelle Gellar,8,11863
scream 2,Cotton Weary,COTTON,Liev Schreiber,9,23626
scream 2,Maureen Evans,MAUREEN,Jada Pinkett Smith,10,9575
scream 2,Phil Stevens,PHIL,Omar Epps,11,4987
scream 2,Joel Jones,JOEL,Duane Martin,12,84077
scream 2,Sorority Sister Lois,LOIS,Rebecca Gayheart,14,59967
scream 2,Sorority Sister Murphy,MURPHY,Portia de Rossi,15,62010
scream 2,Dawnie,DAWNIE,Marisol Nichols,19,84457
scream 3,Dewey Riley,DEWEY,David Arquette,0,15234
scream 3,Sidney Prescott,SIDNEY,Neve Campbell,1,9206
scream 3,Gale Weathers,GALE,Courteney Cox,2,14405
scream 3,Roman Bridger,ROMAN,Scott Foley,4,35595
scream 3,John Milton,MILTON,Lance Henriksen,5,2714
scream 3,Tom Prinze,TOM,Matt Keeslar,6,35598
scream 3,Sarah Darling,SARAH,Jenny McCarthy-Wahlberg,7,35597
scream 3,Angelina Tyler,ANGELINA,Emily Mortimer,8,1246
scream 3,Jennifer Jolie,JENNIFER,Parker Posey,9,7489
scream 3,Tyson Fox,TYSON,Deon Richmond,10,35596
scream 3,Christine Hamilton,CHRISTINE,Kelly Rutherford,11,53924
scream 3,Bianca Burnette,BIANCA,Carrie Fisher,32,4
serial mom,Misty Sutphin,MISTY,Ricki Lake,2,70233
serial mom,Chip Sutphin,CHIP,Matthew Lillard,3,26457
serial mom,Scotty,SCOTTY,Justin Whalin,6,68494
serial mom,Birdie,BIRDIE,Patricia Dunnock,7,163956
serial mom,Dottie Hinkle,DOTTIE,Mink Stole,9,9292
serial mom,Mr. Stubbins,MR. STUBBINS,John Badila,11,59161
serial mom,Marvin Pickles,MARVIN,Tim Caggiano,15,1340687
serial mom,Mrs. Jenson,MRS. JENSON,Patsy Grady Abrams,18,1387811
serial mom,Vendor,VENDOR,Anthony 'Chip' Brienza,38,1387844
"sex, lies, and videotape",Ann Bishop Mullany,ANN,Andie MacDowell,0,1533
"sex, lies, and videotape",John Mullany,JOHN,Peter Gallagher,1,8212
"sex, lies, and videotape",Graham Dalton,GRAHAM,James Spader,2,13548
"sex, lies, and videotape",Cynthia Bishop,CYNTHIA,Laura San Giacomo,3,1212
shakespeare in love,Will Shakespeare,WILL,Joseph Fiennes,0,12763
shakespeare in love,Viola De Lesseps,VIOLA,Gwyneth Paltrow,1,12052
shakespeare in love,Philip Henslowe,HENSLOWE,Geoffrey Rush,2,118
shakespeare in love,Hugh Fennyman,FENNYMAN,Tom Wilkinson,3,207
shakespeare in love,Queen Elizabeth,QUEEN,Judi Dench,4,5309
shakespeare in love,Nurse,NURSE,Imelda Staunton,5,11356
shakespeare in love,Lord Wessex,WESSEX,Colin Firth,6,5472
shakespeare in love,Ned Alleyn,ALLEYN,Ben Affleck,7,880
shakespeare in love,Tilney,TILNEY,Simon Callow,8,4001
shakespeare in love,Christopher Marlowe,MARLOWE,Rupert Everett,11,4757
shakespeare in love,Richard Burbage,BURBAGE,Martin Clunes,12,22159
shakespeare in love,Dr. Moth,DR. MOTH,Antony Sher,15,77637
shakespeare in love,Taxi boatman,BOATMAN,Simon Day,24,53366
shakespeare in love,Rosaline,ROSALINE,Sandra Reinton,26,1803561
shakespeare in love,Sam Gosse,SAM,Daniel Brocklebank,38,6367
shallow grave,Juliet Miller,JULIET,Kerry Fox,0,17258
shallow grave,David Stephens,DAVID,Christopher Eccleston,1,2040
shallow grave,Alex Law,ALEX,Ewan McGregor,2,3061
shallow grave,Detective Inspector McCall,MCCALL,Ken Stott,3,25136
shallow grave,Hugo,HUGO,Keith Allen,4,20056
shallow grave,Cameron,CAMERON,Colin McCredie,5,149359
shallow grave,Doctor,DOCTOR,Frances Low,8,1739314
shallow grave,Lumsden,LUMSDEN,Robert David MacDonald,9,1739324
shallow grave,DC Mitchell,MITCHELL,John Hodge,11,8999
shallow grave,Newspaper Editor,EDITOR,Billy Riddoch,21,1469829
shampoo,George Roundy,GEORGE,Warren Beatty,0,6449
shampoo,Jackie Shawn,JACKIE,Julie Christie,1,1666
shampoo,Jill Haynes,JILL,Goldie Hawn,2,18892
shampoo,Felicia Karpf,FELICIA,Lee Grant,3,30123
shampoo,Lester Karpf,LESTER,Jack Warden,4,5251
shampoo,Johnny Pope,POPE,Tony Bill,5,57138
shampoo,Mr. Pettis,PETTIS,George Furth,6,9597
shampoo,Norman,NORMAN,Jay Robinson,7,16097
shampoo,Mary,MARY,Ann Weldon,8,156444
shampoo,Gloria,GLORIA,Susanna Moore,11,67582
shampoo,Lorna,LORNA,Carrie Fisher,12,4
shampoo,Ricci,RICCI,Mike Olton,13,2702485
shampoo,Izzy,IZZY,Jack Bernardi,17,152586
shampoo,Sid Roth,SID ROTH,William Castle,18,12011
shampoo,Girl in Car,GIRL,Cherie Latimer,23,939810
shampoo,Producer,PRODUCER,George Justin,24,5259
shampoo,Anjanette,ANJANETTE,Kathleen Miller,28,42166
shivers,Rollo Linsky,ROLLO,Joe Silver,1,98477
shivers,Nurse Forsythe,FORSYTHE,Lynn Lowry,2,98420
shivers,Nicholas Tudor,TUDOR,Allan Kolman,3,31533
shivers,Janine Tudor,JANINE,Susan Petrie,4,98478
shivers,Betts,BETTS,Barbara Steele,5,5685
shivers,Detective Heller,DETECTIVE,Barry Baldaro,7,98480
shivers,Delivery Boy,BOY,Charles Perley,13,3155812
shivers,Parkins,PARKINS,Al Rochman,14,4034821
shivers,Girl,GIRL,Felicia Shulman,27,1125991
shock treatment,Janet Majors,JANET,Jessica Harper,0,69055
shock treatment,Brad Majors / Farley Flavors,BRAD,Cliff DeYoung,1,44301
shock treatment,Dr. Nation McKinley,NATION,Patricia Quinn,3,13475
shock treatment,Judge Oliver Wright,OLIVER,Charles Gray,4,10074
shock treatment,Betty Hapschatt,BETTY,Ruby Wax,5,33404
shock treatment,Nurse Ansalong,ANSALONG,Nell Campbell,6,13476
shock treatment,'Rest Home' Ricky,RICKY,Rik Mayall,7,14469
shock treatment,Bert Schnick,BERT,Barry Humphries,8,22
shock treatment,Macy Struthers,MACY,Wendy Raebeck,11,1046079
shock treatment,Ralph Hapschatt,RALPH,Jeremy Newson,12,13479
shock treatment,Neely Pritt,NEELY,Betsy Brantley,13,12831
shock treatment,Vance Parker,PARKER,Christopher Malcolm,16,47808
shock treatment,Oscar Drill,OSCAR,Gary Shail,21,1491043
shock treatment,DTV Audience Member (uncredited),AUDIENCE,Gaye Brown,29,13483
shock treatment,Farley Flavors Kid (uncredited),FARLEY,Linus O'Brien,37,4807033
sideways,Miles,MILES,Paul Giamatti,0,13242
sideways,Jack,JACK,Thomas Haden Church,1,19159
sideways,Maya,MAYA,Virginia Madsen,2,12519
sideways,Stephanie,STEPHANIE,Sandra Oh,3,25540
sideways,Victoria,VICTORIA,Jessica Hecht,5,14984
sideways,Cammi,CAMMI,Missy Doty,6,1223003
sideways,Christine Erganian,CHRISTINE,Alysia Reiner,8,109740
sideways,Gary the Bartender,GARY,Patrick Gallagher,12,17837
sideways,Frass Canyon Pourer,POURER,Joe Marinelli,14,12545
sideways,Evelyn Berman-Silverman (voice),EVELYN,Toni Howard,16,1508088
signs,Graham Hess,GRAHAM,Mel Gibson,0,2461
signs,Merrill Hess,MERRILL,Joaquin Phoenix,1,73421
signs,Morgan Hess,MORGAN,Rory Culkin,2,28042
signs,Bo Hess,BO,Abigail Breslin,3,17140
signs,Officer Paski,OFFICER PASKI,Cherry Jones,4,1956
signs,Colleen Hess,COLLEEN,Patricia Kalember,6,23627
silver bullet,Older Jane (voice),JANE,Tovah Feldshuh,2,41640
silver bullet,Marty Coslaw,MARTY,Corey Haim,4,17444
silver bullet,Nan Coslaw,NAN,Robin Groves,6,1218083
silver bullet,Tammy Sturmfuller,TAMMY,Heather Simmons,11,1495751
silverado,Paden,PADEN,Kevin Kline,0,8945
silverado,Emmett,EMMETT,Scott Glenn,1,349
silverado,Jake,JAKE,Kevin Costner,3,1269
silverado,Hannah,HANNAH,Rosanna Arquette,5,2165
silverado,Sheriff John T. Langston,LANGSTON,John Cleese,6,8930
silverado,Stella,STELLA,Linda Hunt,7,12516
silverado,McKendrick,MCKENDRICK,Ray Baker,9,12889
silverado,Rae,RAE,Lynn Whitfield,10,16217
silverado,Ezra,EZRA,Joe Seneca,11,51546
silverado,Dawson,DAWSON,James Gammon,28,16433
silverado,Kate,KATE,Patricia Gaul,31,133581
silverado,J.T.,J.T.,Earl Hindman,33,53285
silverado,Kelly,KELLY,Richard Jenkins,36,28633
silverado,Hobart,HOBART,Brion James,39,591
sister act,Mother Superior,MOTHER SUPERIOR,Maggie Smith,1,10978
sister act,Vince LaRocca,VINCE,Harvey Keitel,5,1037
sister act,Lt. Eddie Souther,EDDIE,Bill Nunn,6,5502
sister act,Joey,JOEY,Robert Miranda,7,20625
sister act,Willy,WILLY,Richard Portnow,8,4255
sister act,Choir Nun,CHOIR,Ellen Albertini Dow,9,85171
sister act,Bishop O'Hara,BISHOP O'HARA,Joseph Maher,17,20626
slash,Jeremiah,JEREMIAH,Steve Railsback,0,52023
slash,Young Mac,MAC,Adam Woolf,1,1779504
slash,Karen,KAREN,Milan Murray,3,1482164
slash,Ray,RAY,Guy Raphaely,4,1838610
slash,Carl,CARL,Brett Goldin,6,107526
slash,Rod,ROD,David Dukas,7,1184628
slash,Candy,CANDY,Nina Wassung,8,1753635
slash,Suzie,SUZIE,Zuleikha Robinson,10,20803
slash,Keith,KEITH,Craig Kirkwood,11,1227734
slash,Ian,IAN,Neels Clasen,12,1073474
slash,Billy Bob,BILLY BOB,Nick Boraine,14,47969
sleepless in seattle,Annie Reed,ANNIE,Meg Ryan,0,5344
sleepless in seattle,Sam Baldwin,SAM,Tom Hanks,1,31
sleepless in seattle,Jonah Baldwin,JONAH,Ross Malinger,2,12928
sleepless in seattle,Walter,WALTER,Bill Pullman,3,8984
sleepless in seattle,Becky,BECKY,Rosie O'Donnell,4,12929
sleepless in seattle,Victoria,VICTORIA,Barbara Garrick,5,12932
sleepless in seattle,Jay,JAY,Rob Reiner,6,3026
sleepless in seattle,Jessica,JESSICA,Gaby Hoffmann,7,12930
sleepless in seattle,Suzy,SUZY,Rita Wilson,8,12931
sleepless in seattle,Greg,GREG,Victor Garber,9,8536
sleepless in seattle,Barbara Reed,BARBARA,Le Clanché du Rand,12,557850
sleepless in seattle,Dr. Marcia Fieldstone,DR. MARCIA FIELDSTONE,Caroline Aaron,19,1910
sleepless in seattle,Bob,BOB,Brian McConnachie,26,28023
sleepy hollow,Ichabod Crane,ICHABOD,Johnny Depp,0,85
sleepy hollow,Katrina Van Tassel,KATRINA,Christina Ricci,1,6886
sleepy hollow,Baltus Van Tassel,BALTUS,Michael Gambon,3,5658
sleepy hollow,Brom Van Brunt,BROM,Casper Van Dien,4,27763
sleepy hollow,Notary Hardenbrook,HARDENBROOK,Michael Gough,8,3796
sleepy hollow,Young Masbath,YOUNG MASBATH,Marc Pickering,10,73528
sleepy hollow,Beth Killian,KILLIAN,Claire Skinner,13,42641
